#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
39,Tue May 03 15:24:03 EDT 2022,94,0,ListsAndRecursionTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,3,11,true,ListDerivedSafeSML , , ,ListDerivedSafeSML-(15.0/15.0) , ,
40,Tue May 03 15:24:06 EDT 2022,94,0,SMLGreetingLoadAndRun,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,3,12,false, , , ,SMLGreetingLoadAndRun-(10.0/10.0) , ,
41,Tue May 03 15:24:07 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,3,13,false, , ,StyleTest ,StyleTest-(0.0/40.0) , ,
42,Tue May 03 15:24:21 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,4,0,false, ,SocialDistanceSMLProvided ,StyleTest ,StyleTest-(0.0/40.0) , ,
43,Tue May 03 15:32:39 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,5,0,false, ,SocialDistanceSMLProvided ,StyleTest ,StyleTest-(0.0/40.0) , ,
44,Tue May 03 15:32:54 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,5,1,false, , ,StyleTest ,StyleTest-(0.0/40.0) , ,
45,Tue May 03 15:40:01 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,6,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
46,Tue May 03 15:40:14 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,6,1,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
47,Tue May 03 15:40:16 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,6,2,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
48,Tue May 03 15:40:17 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,6,3,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
49,Tue May 03 15:41:46 EDT 2022,61,-33,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety- ListPrintSafety- MatchingDerivedSafe- MatchingGivenSafe- MatchingSafe- PrintSafety- StyleTest , ,7,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(0.0/15.0) MatchingGivenSafe-(0.0/15.0) MatchingSafe-(0.0/20.0) PrintSafety-(0.0/20.0) , ,
50,Tue May 03 15:41:51 EDT 2022,61,0,PrintSafety,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety StyleTest , ,7,1,false, , , ,PrintSafety-(0.0/20.0) , ,
51,Tue May 03 15:43:20 EDT 2022,94,33,FunctionParametersTestSuite,ConcisePrintSafety+ CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety+ MatchingDerivedSafe+ MatchingGivenSafe+ MatchingSafe+ PrintSafety+ SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,8,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
52,Tue May 03 15:45:58 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,9,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
53,Tue May 03 16:40:34 EDT 2022,77,-17,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML MatchingDerivedSafe MatchingGivenSafe MatchingSafe SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety- ListPrintSafety- PrintSafety- StyleTest , ,10,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(0.0/20.0) , ,
54,Tue May 03 16:40:37 EDT 2022,77,0,PrintSafety,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML MatchingDerivedSafe MatchingGivenSafe MatchingSafe SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety PrintSafety StyleTest , ,10,1,false, , , ,PrintSafety-(0.0/20.0) , ,
55,Tue May 03 16:44:41 EDT 2022,61,-16,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe- MatchingGivenSafe- MatchingSafe- PrintSafety StyleTest , ,11,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(0.0/15.0) MatchingGivenSafe-(0.0/15.0) MatchingSafe-(0.0/20.0) PrintSafety-(0.0/20.0) , ,
56,Tue May 03 16:45:07 EDT 2022,61,0,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety StyleTest , ,11,1,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(0.0/15.0) MatchingGivenSafe-(0.0/15.0) MatchingSafe-(0.0/20.0) PrintSafety-(0.0/20.0) , ,
57,Tue May 03 16:45:08 EDT 2022,61,0,SocialDistanceFileTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety StyleTest , ,11,2,true,SocialDistanceSMLProvided , , ,SocialDistanceSMLProvided-(2.0/2.0) , ,
58,Tue May 03 16:45:10 EDT 2022,61,0,SocialDistanceFileTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety StyleTest , ,11,3,true,SocialDistanceSMLProvided , , ,SocialDistanceSMLProvided-(2.0/2.0) , ,
59,Tue May 03 16:45:46 EDT 2022,94,33,FunctionParametersTestSuite,ConcisePrintSafety+ CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety+ MatchingDerivedSafe+ MatchingGivenSafe+ MatchingSafe+ PrintSafety+ SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,12,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
60,Tue May 03 16:45:50 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,12,1,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
61,Tue May 03 17:40:37 EDT 2022,61,-33,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety- ListPrintSafety- MatchingDerivedSafe- MatchingGivenSafe- MatchingSafe- PrintSafety- StyleTest , ,13,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(0.0/15.0) MatchingGivenSafe-(0.0/15.0) MatchingSafe-(0.0/20.0) PrintSafety-(0.0/20.0) , ,
62,Tue May 03 17:40:42 EDT 2022,61,0,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety StyleTest , ,13,1,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(0.0/15.0) MatchingGivenSafe-(0.0/15.0) MatchingSafe-(0.0/20.0) PrintSafety-(0.0/20.0) , ,
63,Tue May 03 17:40:45 EDT 2022,27,-34,FunctionReturnValuesTestSuite,GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety CurriedMatchingDerivedSafe- CurriedMatchingGivenSafe- CurriedOnceInterpolatedSafe- CurriedTwiceInterpolatedSafe- CurryableInterpolatedSafe- CurryableMatchingSafe- ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety StyleTest , ,13,2,true,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe , , ,CurriedMatchingDerivedSafe-(0.0/7.0) CurriedMatchingGivenSafe-(0.0/7.0) CurriedOnceInterpolatedSafe-(0.0/7.0) CurriedTwiceInterpolatedSafe-(0.0/7.0) CurryableInterpolatedSafe-(0.0/7.0) CurryableMatchingSafe-(0.0/7.0) , ,
64,Tue May 03 17:41:34 EDT 2022,61,34,FunctionParametersTestSuite,ConcisePrintSafety+ GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety+ MatchingDerivedSafe+ MatchingGivenSafe+ MatchingSafe+ PrintSafety+ SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe StyleTest , ,14,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
65,Tue May 03 17:42:01 EDT 2022,27,-34,FunctionParametersTestSuite,GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety- CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe ListPrintSafety- MatchingDerivedSafe- MatchingGivenSafe- MatchingSafe- PrintSafety- StyleTest , ,15,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(0.0/15.0) MatchingGivenSafe-(0.0/15.0) MatchingSafe-(0.0/20.0) PrintSafety-(0.0/20.0) , ,
66,Tue May 03 17:46:06 EDT 2022,27,0,FunctionParametersTestSuite,GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety StyleTest , ,16,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(0.0/15.0) MatchingGivenSafe-(0.0/15.0) MatchingSafe-(0.0/20.0) PrintSafety-(0.0/20.0) , ,
67,Tue May 03 17:46:47 EDT 2022,61,34,FunctionParametersTestSuite,ConcisePrintSafety+ GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety+ MatchingDerivedSafe+ MatchingGivenSafe+ MatchingSafe+ PrintSafety+ SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe StyleTest , ,17,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
68,Tue May 03 17:46:49 EDT 2022,61,0,FunctionParametersTestSuite,ConcisePrintSafety GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe StyleTest , ,17,1,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
69,Tue May 03 17:47:03 EDT 2022,94,33,FunctionReturnValuesTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe+ CurriedMatchingGivenSafe+ CurriedOnceInterpolatedSafe+ CurriedTwiceInterpolatedSafe+ CurryableInterpolatedSafe+ CurryableMatchingSafe+ GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,17,2,true,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe , , ,CurriedMatchingDerivedSafe-(7.0/7.0) CurriedMatchingGivenSafe-(7.0/7.0) CurriedOnceInterpolatedSafe-(7.0/7.0) CurriedTwiceInterpolatedSafe-(7.0/7.0) CurryableInterpolatedSafe-(7.0/7.0) CurryableMatchingSafe-(7.0/7.0) , ,
70,Tue May 03 18:01:46 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,18,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
71,Tue May 03 19:03:08 EDT 2022,61,-33,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety- ListPrintSafety- MatchingDerivedSafe- MatchingGivenSafe- MatchingSafe- PrintSafety- StyleTest , ,19,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(0.0/15.0) ListPrintSafety-(0.0/15.0) MatchingDerivedSafe-(0.0/15.0) MatchingGivenSafe-(0.0/15.0) MatchingSafe-(0.0/20.0) PrintSafety-(0.0/20.0) , ,
72,Tue May 03 19:04:30 EDT 2022,94,33,FunctionParametersTestSuite,ConcisePrintSafety+ CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety+ MatchingDerivedSafe+ MatchingGivenSafe+ MatchingSafe+ PrintSafety+ SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
73,Tue May 03 19:04:31 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,1,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
